славянск,россия	Slavyansk-na-Kubani
малыкать,россия	Malykan
арыкте,россия	Aryktakh
вологодский область,россия	Vologda_Oblast
протвино,россия	Protvino
джарджан,россия	Dzhardzhan
усть-таркский район,россия	Ust-Tarksky_District
пласт,россия	Plast_(town)
багдарин,россия	Bagdarin
балаково,россия	Balakovo
коряжма,россия	Koryazhma
тургенево,россия	Turgenevo,_Republic_of_Mordovia
ванавара,россия	Vanavara_(rural_locality)
таловский район,россия	Talovsky_District
ковернинский район,россия	Koverninsky_District
тюнгюля,россия	Tyungyulyu
дагестанский огонь,россия	Dagestanskiye_Ogni
чапаево,россия	Chapayevo,_Olyokminsky_District,_Sakha_Republic
белогорский район,россия	Belogorsky_District
заволжск,россия	Zavolzhsk
бокситогорск,россия	Boksitogorsk
орто-балаган,россия	Orto-Balagan
кетердех,россия	Kyotyordyokh
обоянь,россия	Oboyan
электрогорск,россия	Elektrogorsk
узловский район,россия	Uzlovsky_District
черняховск,россия	Chernyakhovsk
новоузенский район,россия	Novouzensky_District
жатай,россия	Zhatay
центара,россия	Tsentaroy,_Kurchaloyevsky_District,_Chechen_Republic
нуораган,россия	Nuoragana
касли,россия	Kasli
магнетит,россия	Magnetity
муромский район,россия	Muromsky_District
казань,россия	Kazan
серебряный бор,россия	Serebryany_Bor,_Sakha_Republic
чекунда,россия	Chekunda
аннинский район,россия	Anninsky_District
саратовский район,россия	Saratovsky_District
тымовское,россия	Tymovskoye
люксюгюн,россия	Lyuksyugyun
навашино,россия	Navashino
борисоглебский район,россия	Borisoglebsky_District,_Yaroslavl_Oblast
солигаличский район,россия	Soligalichsky_District
отрадный,россия	Otradnoye,_Kirovsky_District,_Leningrad_Oblast
эбях,россия	Ebyakh
усть-лабинск,россия	Ust-Labinsk
междуречье,россия	Mezhdurechye
липецк,россия	Lipetsk
пичаевский район,россия	Pichayevsky_District
белый гора,россия	Belaya_Gora,_Sakha_Republic
кол,россия	Kola,_Russia
сланцы,россия	Slantsy,_Leningrad_Oblast
адлерский внутригородской район,россия	Adlersky_City_District
канский район,россия	Kansky_District
югоренка,россия	Yugoryonok
хочо,россия	Khocho
московский область,россия	Moscow_Oblast
свободный,россия	Svobodny,_Sverdlovsk_Oblast
коркино,россия	Korkino,_Chelyabinsk_Oblast
республика татарстан,россия	Tatarstan
октябрьский,россия	Oktyabrsky,_Republic_of_Bashkortostan
гаврилово-посадский район,россия	Gavrilovo-Posadsky_District
мокшанский район,россия	Mokshansky_District
староватово,россия	Starovatovo
сыгынны,россия	Sygynnakh
почепский район,россия	Pochepsky_District
кривошеинский район,россия	Krivosheinsky_District
ракитянский район,россия	Rakityansky_District
суровикино,россия	Surovikino
суоярви,россия	Suoyarvi
идрица,россия	Idritsa
абыйский улус,россия	Abyysky_District
мураш,россия	Murashi,_Kirov_Oblast
ейск,россия	Yeysk
тарка,россия	Tarki
красногородск,россия	Krasnogorodsk
городец,россия	Gorodets,_Nizhny_Novgorod_Oblast
комсомольский,россия	Komsomolsky,_Republic_of_Mordovia
павловский район,россия	Pavlovsky_District,_Voronezh_Oblast
мазановский район,россия	Mazanovsky_District
гдовский район,россия	Gdovsky_District
севский район,россия	Sevsky_District
куберганить,россия	Kuberganya
кашира,россия	Kashira
нижнесергинский район,россия	Nizhneserginsky_District
светлоярский район,россия	Svetloyarsky_District
танда,россия	Tanda,_Russia
ливенский район,россия	Livensky_District
харыял,россия	Kharyyalakh,_Verkhnevilyuysky_District,_Sakha_Republic
осинник,россия	Osinniki
сургутский район,россия	Surgutsky_District
шуйское,россия	Shuyskoye,_Vologda_Oblast
подкаменный тунгуска,россия	Podkamennaya_Tunguska_(rural_locality)
горбатов,россия	Gorbatov,_Nizhny_Novgorod_Oblast
пушной,россия	Pushnoy,_Murmansk_Oblast
владимирский область,россия	Vladimir_Oblast
поворино,россия	Povorino
льгов,россия	Lgov,_Kursk_Oblast
вышний волочек,россия	Vyshny_Volochyok
верхний тагил,россия	Verkhny_Tagil
огородт,россия	Ogorodtakh
кировский область,россия	Kirov_Oblast
приуральский район,россия	Priuralsky_District
борисово-околица,россия	Borisovo-Okolitsy
фурманов,россия	Furmanov,_Ivanovo_Oblast
мамоново,россия	Mamonovo
великий устюг,россия	Veliky_Ustyug
петушки,россия	Petushki,_Sakha_Republic
углич,россия	Uglich
бабынинский район,россия	Babyninsky_District
первоуральск,россия	Pervouralsk
псковский область,россия	Pskov_Oblast
минькин,россия	Minkino,_Murmansk_Oblast
тас-юряха,россия	Tas-Yuryakh
большой камень,россия	Bolshoy_Kamen
аппан,россия	Appany
асиновский район,россия	Asinovsky_District
салават,россия	Salavat,_Russia
пуровский район,россия	Purovsky_District
черский,россия	Chersky_(settlement)
район щукино,россия	Shchukino_District
туора-кюель,россия	Tuora-Kyuyol,_Tattinsky_District,_Sakha_Republic
рассолод,россия	Rassoloda
брединский район,россия	Bredinsky_District
волочанка,россия	Volochanka
килянка,россия	Kilyanki
верхнеуральский район,россия	Verkhneuralsky_District
верхнеуральск,россия	Verkhneuralsk
республика калмыкия,россия	Kalmykia
кирово-чепецк,россия	Kirovo-Chepetsk
быччагдан,россия	Bychchagdan
селиваново,россия	Selivanovo,_Sakha_Republic
абаз,россия	Abaza_(town)
балей,россия	Baley,_Russia
дмитриев,россия	Dmitriyev_(town)
ломоносов,россия	Lomonosov,_Russia
новый оскол,россия	Novy_Oskol
хомуст,россия	Khomustakh,_Namsky_Rural_Okrug,_Verkhnevilyuysky_District,_Sakha_Republic
боханский район,россия	Bokhansky_District
сайда,россия	Saydy,_Verkhoyansky_District,_Sakha_Republic
свердловский район,россия	Sverdlovsky_District,_Oryol_Oblast
черемховский район,россия	Cheremkhovsky_District
имандра,россия	Imandra
усть-кутский район,россия	Ust-Kutsky_District
тиличики,россия	Tilichiki
зырянка,россия	Zyryanka,_Sakha_Republic
рославль,россия	Roslavl
кожва,россия	Kozhva
атяшево,россия	Atyashevo,_Atyashevsky_District,_Republic_of_Mordovia
федоровский район,россия	Fyodorovsky_District,_Saratov_Oblast
шея,россия	Sheya
луховицы,россия	Lukhovitsy
затон лорп,россия	Zaton_LORPa
дедовск,россия	Dedovsk
ордынский район,россия	Ordynsky_District
михайловский,россия	Mikhaylovsky,_Saratov_Oblast
верхний амга,россия	Verkhnyaya_Amga
чернышевск,россия	Chernyshevsk
майкоп,россия	Maykop
фокино,россия	Fokino,_Primorsky_Krai
эртиль,россия	Ertil,_Voronezh_Oblast
шарьинский район,россия	Sharyinsky_District
карачев,россия	Karachev
темников,россия	Temnikov
златоуст,россия	Zlatoust
аксай,россия	Aksay,_Rostov_Oblast
угловка,россия	Uglovka,_Novgorod_Oblast
тюкалинск,россия	Tyukalinsk
вознесение,россия	Voznesenye
новокубанск,россия	Novokubansk
весьегонск,россия	Vesyegonsk
чапаевск,россия	Chapayevsk
ненокс,россия	Nyonoksa
еланский район,россия	Yelansky_District
новосибирский район,россия	Novosibirsky_District
оленино,россия	Olenino,_Tver_Oblast
целинский район,россия	Tselinsky_District
суджанский район,россия	Sudzhansky_District
верхнетоемский район,россия	Verkhnetoyemsky_District
камбарка,россия	Kambarka
томарь,россия	Tomari,_Russia
ряжский район,россия	Ryazhsky_District
ярославский,россия	Yaroslavsky,_Sakha_Republic
краснять,россия	Krasneno
ара-тит,россия	Ary-Tit
советск,россия	Sovetsk,_Tula_Oblast
белоярский,россия	Beloyarsky,_Sverdlovsk_Oblast
полысаево,россия	Polysayevo
приморск,россия	Primorsk,_Leningrad_Oblast
задонский район,россия	Zadonsky_District
сегян-кюель,россия	Segyan-Kyuyol
кохма,россия	Kokhma
грибановский район,россия	Gribanovsky_District
дно,россия	Dno
черноярский район,россия	Chernoyarsky_District
крести,россия	Krestyakh
ульяновск,россия	Ulyanovsk
пролетарский район,россия	Proletarsky_District,_Rostov_Oblast
няндома,россия	Nyandoma
де-кастри,россия	De-Kastri
кызыл,россия	Kyzyl
ак-довурак,россия	Ak-Dovurak
рыльск,россия	Rylsk,_Russia
подольск,россия	Podolsk
сертолово,россия	Sertolovo
чапчылган,россия	Chapchylgan
шексна,россия	Sheksna,_Sheksninsky_District,_Vologda_Oblast
урень,россия	Uren,_Russia
радужный,россия	Raduzhny,_Vladimir_Oblast
емельяновский район,россия	Yemelyanovsky_District
александрово-гайский район,россия	Alexandrovo-Gaysky_District
тала,россия	Tala,_Russia
янчукан,россия	Yanchukan
захаровский район,россия	Zakharovsky_District
сентачать,россия	Sentachan
чайковский,россия	Chaykovsky,_Perm_Krai
среднеахтубинский район,россия	Sredneakhtubinsky_District
нелемный,россия	Nelemnoye
заречный,россия	Zarechny,_Sverdlovsk_Oblast
чукар,россия	Chukar_(rural_locality)
сердобск,россия	Serdobsk
тамбов,россия	Tambov
кадыкчанин,россия	Kadykchan
рамешки,россия	Rameshki,_Rameshkovsky_District,_Tver_Oblast
хонгор-бие,россия	Khongor-Biye
лесной район,россия	Lesnoy_District
калевала,россия	Kalevala,_Russia
горячий ключ,россия	Goryachy_Klyuch,_Krasnodar_Krai
ардон,россия	Ardon,_Republic_of_North_Ossetia-Alania
чюйя,россия	Chyuyya
жуковский,россия	Zhukovsky,_Moscow_Oblast
южно-курильск,россия	Yuzhno-Kurilsk
черемхово,россия	Cheremkhovo,_Irkutsk_Oblast
шалить,россия	Shalya_(urban-type_settlement)
приволжск,россия	Privolzhsk
гдов,россия	Gdov
дальний зеленца,россия	Dalniye_Zelentsy
лух,россия	Lukh,_Russia
усть-канский район,россия	Ust-Kansky_District
рязанский район,россия	Ryazansky_District,_Ryazan_Oblast
бавтугай,россия	Bavtugay
курский район,россия	Kursky_District,_Kursk_Oblast
шудаяг,россия	Shudayag
белохолуницкий район,россия	Belokholunitsky_District
табаг,россия	Tabaga,_Megino-Kangalassky_District,_Sakha_Republic
илбенг,россия	Ilbenge
малошуйка,россия	Maloshuyka
териберка,россия	Teriberka
республика алтай,россия	Altai_Republic
самара,россия	Samara,_Russia
килемары,россия	Kilemary
большечерниговский район,россия	Bolshechernigovsky_District
куйтунский район,россия	Kuytunsky_District
сасыр,россия	Sasyr
ленинский,россия	Leninsky,_Sakha_Republic
рославльский район,россия	Roslavlsky_District
тейково,россия	Teykovo
опочка,россия	Opochka
усть-куйг,россия	Ust-Kuyga
тула,россия	Tula,_Russia
тамалакан,россия	Tamalakan
гагаринский район,россия	Gagarinsky_District,_Smolensk_Oblast
оханск,россия	Okhansk
Чекя-бясь,россия	Chekya-Byas
эсел,россия	Eselyakh
жиганск,россия	Zhigansk
суздаль,россия	Suzdal
урицкий район,россия	Uritsky_District
шатковский район,россия	Shatkovsky_District
красный бор,россия	Krasny_Bor,_Tosnensky_District,_Leningrad_Oblast
чинар,россия	Chinar,_Russia
коашва,россия	Koashva
барышский район,россия	Baryshsky_District
стойка,россия	Stoyka
соль-илецк,россия	Sol-Iletsk
оленинский район,россия	Oleninsky_District
торопецкий район,россия	Toropetsky_District
тасагар,россия	Tasagar
иркутск,россия	Irkutsk
нижнеломовский район,россия	Nizhnelomovsky_District
старополтавский район,россия	Staropoltavsky_District
щучье,россия	Shchuchye,_Shchuchansky_District,_Kurgan_Oblast
сайда-губа,россия	Sayda-Guba
кептина,россия	Keptin
нерюктяйинск 1-й,россия	Neryuktyayinsk_1-y
крестовый,россия	Krestovaya,_Sakha_Republic
чинека,россия	Chineke
порхов,россия	Porkhov
унечский район,россия	Unechsky_District
богучарский район,россия	Bogucharsky_District
каратузский район,россия	Karatuzsky_District
слободской,россия	Slobodskoy,_Kirov_Oblast
щекинский район,россия	Shchyokinsky_District
пошехонский район,россия	Poshekhonsky_District
монастырщинский район,россия	Monastyrshchinsky_District
котельниково,россия	Kotelnikovo,_Volgograd_Oblast
усть-юдом,россия	Ust-Yudoma
хлевенский район,россия	Khlevensky_District
ершичский район,россия	Yershichsky_District
куропт,россия	Kuropta
яхрома,россия	Yakhroma
поназыревский район,россия	Ponazyrevsky_District
киров,россия	Kirov,_Sakha_Republic
калининград,россия	Kaliningrad
забайкальский край,россия	Zabaykalsky_Krai
истра,россия	Istra,_Istrinsky_District,_Moscow_Oblast
назаровский район,россия	Nazarovsky_District
родник,россия	Rodniki,_Ivanovo_Oblast
удомельский район,россия	Udomelsky_District
новодвинск,россия	Novodvinsk
куний,россия	Kunya,_Pskov_Oblast
зеленоборский,россия	Zelenoborsky
красногородский район,россия	Krasnogorodsky_District
нижнеянск,россия	Nizhneyansk
чирьяковый,россия	Chiryakovo
домбаровский район,россия	Dombarovsky_District
красный поляна,россия	Krasnaya_Polyana,_Sochi,_Krasnodar_Krai
ковдорский район,россия	Kovdorsky_District
сорск,россия	Sorsk
пестово,россия	Pestovo,_Pestovsky_District,_Novgorod_Oblast
кожым,россия	Kozhym
сальск,россия	Salsk
чердаклинский район,россия	Cherdaklinsky_District
красноярский край,россия	Krasnoyarsk_Krai
красноярский область,россия	Krasnoyarsk_Krai
вилегодский район,россия	Vilegodsky_District
усть-чижапка,россия	Ust-Chizhapka
чыаппар,россия	Chyappara
ташлинский район,россия	Tashlinsky_District
грайворон,россия	Grayvoron
лебединый,россия	Lebediny,_Sakha_Republic
мошковский район,россия	Moshkovsky_District
райчихинск,россия	Raychikhinsk
чаплыгинский район,россия	Chaplyginsky_District
ленский улус,россия	Lensky_District,_Sakha_Republic
ванино,россия	Vanino,_Khabarovsk_Krai
малмыж,россия	Malmyzh,_Kirov_Oblast
щигровский район,россия	Shchigrovsky_District
походск,россия	Pokhodsk
афанасьевский район,россия	Afanasyevsky_District
емца,россия	Yemtsa
краснотуранский район,россия	Krasnoturansky_District
валуйки,россия	Valuyki,_Belgorod_Oblast
ютть,россия	Yuttyakh
орск,россия	Orsk
пензенский район,россия	Penzensky_District
туран,россия	Turan,_Tuva_Republic
вязниковский район,россия	Vyaznikovsky_District
верховский район,россия	Verkhovsky_District
махнево,россия	Makhnyovo
ермишинский район,россия	Yermishinsky_District
гаврилов-ямский район,россия	Gavrilov-Yamsky_District
сото,россия	Soto,_Russia
александровский район,россия	Alexandrovsky_District,_Tomsk_Oblast
охотский-перевоз,россия	Okhotsky-Perevoz
венев,россия	Venyov
липин бор,россия	Lipin_Bor
чертковский район,россия	Chertkovsky_District
вольск,россия	Volsk
рязань,россия	Ryazan
дикимдя,россия	Dikimdya,_Olyokminsky_District,_Sakha_Republic
еврейский автономный область,россия	Jewish_Autonomous_Oblast
республика саха,россия	Sakha_Republic
зейский район,россия	Zeysky_District
себежский район,россия	Sebezhsky_District
ачинский район,россия	Achinsky_District
гурьевск,россия	Guryevsk,_Kemerovo_Oblast
сосногорск,россия	Sosnogorsk
кикнурский район,россия	Kiknursky_District
межгорье,россия	Mezhgorye,_Republic_of_Bashkortostan
палласовка,россия	Pallasovka_(town)
троицко-печорск,россия	Troitsko-Pechorsk
пугачевский район,россия	Pugachyovsky_District
чокурдах,россия	Chokurdakh
агрыз,россия	Agryz
индель,россия	Indel_(rural_locality)
амурский область,россия	Amur_Oblast
катынь,россия	Katyn_(rural_locality)
улан-удэ,россия	Ulan-Ude
талицкий район,россия	Talitsky_District
нальчик,россия	Nalchik
юрюзань,россия	Yuryuzan,_Chelyabinsk_Oblast
белореченск,россия	Belorechensk,_Krasnodar_Krai
кула,россия	Kuloy
орлов,россия	Orlov,_Kirov_Oblast
междуреченск,россия	Mezhdurechensk,_Komi_Republic
морк,россия	Morki
лапландия,россия	Laplandiya
заволжье,россия	Zavolzhye,_Nizhny_Novgorod_Oblast
невьянский район,россия	Nevyansky_District
дальнереченск,россия	Dalnerechensk
ровеньский район,россия	Rovensky_District,_Belgorod_Oblast
саянский район,россия	Sayansky_District
шушенский район,россия	Shushensky_District
марьяновский район,россия	Maryanovsky_District
мясниковский район,россия	Myasnikovsky_District
нижний бестях,россия	Nizhny_Bestyakh
пильнинский район,россия	Pilninsky_District
красный сулин,россия	Krasny_Sulin
абатский район,россия	Abatsky_District
агдар,россия	Agdary
комаровский,россия	Komarovsky,_Orenburg_Oblast
кяхулай,россия	Kyakhulay
пыталово,россия	Pytalovo
черкех,россия	Cherkyokh
жирновский район,россия	Zhirnovsky_District
верхний инта,россия	Verkhnyaya_Inta
западный кильдин,россия	Zapadny_Kildin
ольхонский район,россия	Olkhonsky_District
перевозский район,россия	Perevozsky_District
теплый гора,россия	Tyoplaya_Gora
рыбинский район,россия	Rybinsky_District,_Yaroslavl_Oblast
михайловка,россия	Mikhaylovka,_Volgograd_Oblast
сыктывкар,россия	Syktyvkar
чулым,россия	Chulym,_Chulymsky_District,_Novosibirsk_Oblast
хордога,россия	Khordogoy
добрянка,россия	Dobryanka,_Perm_Krai
слободо-туринский район,россия	Slobodo-Turinsky_District
зимовниковский район,россия	Zimovnikovsky_District
леуша,россия	Leushi
карпинск,россия	Karpinsk
спировский район,россия	Spirovsky_District
африканд,россия	Afrikanda_(rural_locality)
пролив,россия	Prolivy
пензенский область,россия	Penza_Oblast
дебин,россия	Debin
тит-эбя,россия	Tit-Ebya
козловый,россия	Kozlovo,_Konakovsky_District,_Tver_Oblast
грачевский район,россия	Grachyovsky_District,_Orenburg_Oblast
нелидово,россия	Nelidovo,_Nelidovsky_District,_Tver_Oblast
путятинский район,россия	Putyatinsky_District
стародуб,россия	Starodub
шарыповский район,россия	Sharypovsky_District
тюб,россия	Tyube
никольское,россия	Nikolskoye,_Tosnensky_District,_Leningrad_Oblast
хостинский внутригородской район,россия	Khostinsky_City_District
кулебакский район,россия	Kulebaksky_District
сольца,россия	Soltsy
устюжна,россия	Ustyuzhna
кожевниковский район,россия	Kozhevnikovsky_District
ильинский район,россия	Ilyinsky_District,_Ivanovo_Oblast
фрязино,россия	Fryazino
невельский район,россия	Nevelsky_District,_Pskov_Oblast
бодайбо,россия	Bodaybo
оленегорск,россия	Olenegorsk,_Sakha_Republic
краснозерский район,россия	Krasnozyorsky_District
петровск-забайкальский,россия	Petrovsk-Zabaykalsky_(town)
чадан,россия	Chadan_(town)
кормиловский район,россия	Kormilovsky_District
мытищинский район,россия	Mytishchinsky_District
поддорье,россия	Poddorye
орехово-зуево,россия	Orekhovo-Zuyevo
золотухинский район,россия	Zolotukhinsky_District
крутинский район,россия	Krutinsky_District
чистополь,россия	Chistopol
волгодонской район,россия	Volgodonskoy_District
артык,россия	Artyk
оричевский район,россия	Orichevsky_District
азовский немецкий национальный район,россия	Azovsky_Nemetsky_National_District
чекуровка,россия	Chekurovka_(rural_locality)
усолье-сибирский,россия	Usolye-Sibirskoye
кирсановский район,россия	Kirsanovsky_District
тында,россия	Tynda
старожиловский район,россия	Starozhilovsky_District
печенга,россия	Pechenga_(urban-type_settlement),_Murmansk_Oblast
аларский район,россия	Alarsky_District
выходной,россия	Vykhodnoy
коноша,россия	Konosha
ухта,россия	Ukhta
агаякать,россия	Agayakan
дубовка,россия	Dubovka,_Dubovsky_District,_Volgograd_Oblast
барылас,россия	Barylas
сага,россия	Saga,_Russia
приморский район,россия	Primorsky_District,_Saint_Petersburg
быковский,россия	Bykovsky,_Sakha_Republic
одоевский район,россия	Odoyevsky_District
тойон-ара,россия	Toyon-Ary
майминский район,россия	Mayminsky_District
солянка,россия	Solyanka,_Sakha_Republic
ожерелие,россия	Ozherelye
покачи,россия	Pokachi
наушко,россия	Naushki
нижний тур,россия	Nizhnyaya_Tura
харбала 2-я,россия	Kharbala_2-ya
пушкин,россия	Pushkin,_Saint_Petersburg
войвож,россия	Voyvozh
конышевский район,россия	Konyshyovsky_District
лотошинский район,россия	Lotoshinsky_District
калач,россия	Kalach,_Kalacheyevsky_District,_Voronezh_Oblast
солнцевский район,россия	Solntsevsky_District
асино,россия	Asino
лыткарино,россия	Lytkarino
сосенский,россия	Sosensky,_Kaluga_Oblast
чертаново,россия	Chertanovo
локомотивный,россия	Lokomotivny
неман,россия	Neman,_Russia
зубова поляна,россия	Zubova_Polyana
березник,россия	Bereznik,_Vinogradovsky_District,_Arkhangelsk_Oblast
самаров,россия	Samarova
невьянск,россия	Nevyansk
можайск,россия	Mozhaysk
арыл,россия	Arylakh_(Zharkhan)
старый чечкаба,россия	Starye_Chechkaby
токум,россия	Tokuma_(rural_locality)
сладковский район,россия	Sladkovsky_District
приморско-ахтарск,россия	Primorsko-Akhtarsk
усть-янск,россия	Ust-Yansk
дигора,россия	Digora
калязинский район,россия	Kalyazinsky_District
кореновск,россия	Korenovsk
репьевский район,россия	Repyovsky_District
братск,россия	Bratsk
юрюнг-хая,россия	Yuryung-Khaya
дятьково,россия	Dyatkovo
ярег,россия	Yarega
уметский район,россия	Umyotsky_District
оннес,россия	Onnyos
парма,россия	Parma,_Usinsk,_Komi_Republic
кутаный,россия	Kutana,_Suntarsky_District,_Sakha_Republic
волгоградский область,россия	Volgograd_Oblast
волхов,россия	Volkhov
спас-деменский район,россия	Spas-Demensky_District
старый оскол,россия	Stary_Oskol
бетюнг,россия	Betyung
исилькульский район,россия	Isilkulsky_District
суворов,россия	Suvorov,_Tula_Oblast
серебряно-прудский район,россия	Serebryano-Prudsky_District
кизляр,россия	Kizlyar
пристенский район,россия	Pristensky_District
сусанинский район,россия	Susaninsky_District
приволжский район,россия	Privolzhsky_District,_Samara_Oblast
сокол,россия	Sokol,_Vologda_Oblast
варнавинский район,россия	Varnavinsky_District
новосергиевский район,россия	Novosergiyevsky_District
солнечногорск,россия	Solnechnogorsk
донецк,россия	Donetsk,_Russia
кюкей,россия	Kyukey
суземский район,россия	Suzemsky_District
мензелинск,россия	Menzelinsk
шагонар,россия	Shagonar
сулак,россия	Sulak,_Republic_of_Dagestan
верхний тойма,россия	Verkhnyaya_Toyma,_Arkhangelsk_Oblast
юргинский район,россия	Yurginsky_District,_Tyumen_Oblast
кувшинский салом,россия	Kuvshinskaya_Salma
саров,россия	Sarov
ишимбай,россия	Ishimbay
качканар,россия	Kachkanar
важин,россия	Vazhiny
тюменский район,россия	Tyumensky_District
тутаевский район,россия	Tutayevsky_District
терют,россия	Teryut
дебдирга,россия	Debdirge
бужаниновый,россия	Buzhaninovo
район филевский парк,россия	Filyovsky_park_District
аргахта,россия	Argakhtakh
измалковский район,россия	Izmalkovsky_District
похвистневский район,россия	Pokhvistnevsky_District
тулун,россия	Tuluna
краснобаковский район,россия	Krasnobakovsky_District
харовск,россия	Kharovsk
нивский,россия	Nivsky
нижнеколымский улус,россия	Nizhnekolymsky_District
кылла,россия	Kyllakh
губкин,россия	Gubkin
задонск,россия	Zadonsk
донской,россия	Donskoye,_Lipetsk_Oblast
удомля,россия	Udomlya
берег-юрдь,россия	Bereg-Yurdya
плесецк,россия	Plesetsk
кесов гора,россия	Kesova_Gora
вольский район,россия	Volsky_District
онгудайский район,россия	Ongudaysky_District
воротынский район,россия	Vorotynsky_District
25,россия	25_km_Zheleznoy_Dorogi_Monchegorsk–Olenya
оверенок,россия	Overyata
выкса,россия	Vyksa
чемальский район,россия	Chemalsky_District
таврический район,россия	Tavrichesky_District
георгиевск,россия	Georgiyevsk
кингисеппский район,россия	Kingiseppsky_District
липпе-ат,россия	Lippe-Atakh
сонково,россия	Sonkovo
аткарский район,россия	Atkarsky_District
чагода,россия	Chagoda
ильинско-подомское,россия	Ilyinsko-Podomskoye
кесовогорский район,россия	Kesovogorsky_District
усть-илимск,россия	Ust-Ilimsk
чукотский автономный округ,россия	Chukotka_Autonomous_Okrug
баймак,россия	Baymak
верхнесалдинский район,россия	Verkhnesaldinsky_District
нехаевский район,россия	Nekhayevsky_District
ремонтненский район,россия	Remontnensky_District
облученский район,россия	Obluchensky_District
лежневский район,россия	Lezhnevsky_District
тумат,россия	Tumat
баргузин,россия	Barguzin_(rural_locality)
сенгилеевский район,россия	Sengileyevsky_District
березовский район,россия	Beryozovsky_District,_Krasnoyarsk_Krai
надымский район,россия	Nadymsky_District
палана,россия	Palana
кюнде,россия	Kyunde
байкальск,россия	Baykalsk
гаврилов посад,россия	Gavrilov_Posad
бабушкин,россия	Babushkin_(town)
аргун,россия	Argun,_Chechen_Republic
любить,россия	Lyubim
урицкий,россия	Uritskoye,_Sakha_Republic
район раменки,россия	Ramenki_District
болугур,россия	Bolugur
фроловский район,россия	Frolovsky_District
черлакский район,россия	Cherlaksky_District
оноха,россия	Onokhoy
казачий,россия	Kazachye
холго,россия	Kholgo
токсово,россия	Toksovo
морозовск,россия	Morozovsk
скопинский район,россия	Skopinsky_District
курманаевский район,россия	Kurmanayevsky_District
онега,россия	Onega,_Russia
зарайск,россия	Zaraysk
барнаул,россия	Barnaul
нелидовский район,россия	Nelidovsky_District
артинский район,россия	Artinsky_District
аксайский район,россия	Aksaysky_District
староюрьевский район,россия	Staroyuryevsky_District
нерюктяй,россия	Neryuktyay
куда-кюель,россия	Kudu-Kyuyol
уржум,россия	Urzhum,_Urzhumsky_District,_Kirov_Oblast
район дорогомилово,россия	Dorogomilovo_District
обоянский район,россия	Oboyansky_District
онежский район,россия	Onezhsky_District
черкесск,россия	Cherkessk
кунцево,россия	Kuntsevo_District
чувашский республика — чувашия,россия	Chuvashia
соликамск,россия	Solikamsk
ульяновский область,россия	Ulyanovsk_Oblast
энь,россия	Enem_(urban-type_settlement)
пенза,россия	Penza
новобурасский район,россия	Novoburassky_District
шемышейский район,россия	Shemysheysky_District
суховерковый,россия	Sukhoverkovo
мегино-кангаласский улус,россия	Megino-Kangalassky_District
лабытнанги,россия	Labytnangi
копейск,россия	Kopeysk
лихославльский район,россия	Likhoslavlsky_District
сыдыбывать,россия	Sydybyl
ковдозеро,россия	Kovdozero,_Murmansk_Oblast
олекминск,россия	Olyokminsk
моздок,россия	Mozdok,_Republic_of_North_Ossetia-Alania
удмуртский республика,россия	Udmurtia
звенигород,россия	Zvenigorod
таттинский улус,россия	Tattinsky_District
островский район,россия	Ostrovsky_District,_Pskov_Oblast
октемец,россия	Oktyomtsy
солнечногорский район,россия	Solnechnogorsky_District
судиславль,россия	Sudislavl
спасск-дальний,россия	Spassk-Dalny
рахья,россия	Rakhya
нюрбинский улус,россия	Nyurbinsky_District
кизел,россия	Kizel
олекминский улус,россия	Olyokminsky_District
петровка,россия	Petrovka,_Sakha_Republic
богородск,россия	Bogorodsk,_Bogorodsky_District,_Nizhny_Novgorod_Oblast
назрань,россия	Nazran
сым,россия	Symakh
тыайа,россия	Tyaya
улу-сыс,россия	Ulu-Sysy
боровой,россия	Borovoy,_Komi_Republic
фирово,россия	Firovo
колымский,россия	Kolymskoye,_Sakha_Republic
сорокинский район,россия	Sorokinsky_District
краснослободск,россия	Krasnoslobodsk,_Volgograd_Oblast
гордеевский район,россия	Gordeyevsky_District
елечи,россия	Yelechey
ушаковское,россия	Ushakovskoye,_Chukotka_Autonomous_Okrug
новоржев,россия	Novorzhev
каменка,россия	Kamenka,_Mezensky_District,_Arkhangelsk_Oblast
абанский район,россия	Abansky_District
ромненский район,россия	Romnensky_District
лаишево,россия	Laishevo
экимчанин,россия	Ekimchan
угоян,россия	Ugoyan
пояконда,россия	Poyakonda
жигаловский район,россия	Zhigalovsky_District
куранда,россия	Kuranda,_Russia
якокута,россия	Yakokut
юнкюр,россия	Yunkyur,_Verkhoyansky_District,_Sakha_Republic
колосовский район,россия	Kolosovsky_District
земетчинский район,россия	Zemetchinsky_District
хотьково,россия	Khotkovo,_Moscow_Oblast
ессей,россия	Yessey
новогуровский,россия	Novogurovsky
черноголовка,россия	Chernogolovka
нижнекамск,россия	Nizhnekamsk
кобяйский улус,россия	Kobyaysky_District
кулусунн,россия	Kulusunnakh
ардатовский район,россия	Ardatovsky_District,_Nizhny_Novgorod_Oblast
балабаново,россия	Balabanovo,_Kaluga_Oblast
мысок,россия	Myski
арсеньевский район,россия	Arsenyevsky_District
белозерский район,россия	Belozersky_District,_Kurgan_Oblast
полтавский район,россия	Poltavsky_District
юрдюк-кума,россия	Yurdyuk-Kumakh
