буэнос-айрес,аргентина	Buenos_Aires
уналаклит,аляска	Unalakleet,_Alaska
суонвилл,город,миннесота,соединённые штаты америки,сша,америка	Swanville,_Minnesota
сан-бьязе,италия	San_Biase
тезеро,италия	Tesero
сан-роман-де-ла-куба,испания	San_Román_de_la_Cuba
уджано-ла-кьеза,италия	Uggiano_la_Chiesa
таураге,литва	Tauragė
уштек,чехия	Úštěk
убатуба,бразилия	Ubatuba
сан-мамес-де-бургос,испания	San_Mamés_de_Burgos
солфорд,великобритания	Salford,_Greater_Manchester
саппада,италия	Sappada
руби,аляска	Ruby,_Alaska
сотильо-де-ла-адрада,испания	Sotillo_de_la_Adrada
сан-диего,сесар,колумбия	San_Diego,_Cesar
романьяно-аль-монте,италия	Romagnano_al_Monte
санта-мария-ла-фосса,италия	Santa_Maria_la_Fossa
рьюкан	Rjukan
таунсвилл,австралия	Townsville
сакатекас,город,мексика	Zacatecas,_Zacatecas
сини,сардиния,италия	Sini,_Sardinia
раффадали,италия	Raffadali
родники,город,россия,ивановская область	Rodniki,_Ivanovo_Oblast
сан-луис-потоси,город,мексика	San_Luis_Potosí,_San_Luis_Potosí
тышовце,польша	Tyszowce
санта-катерина-альбанезе,италия	Santa_Caterina_Albanese
рыки,польша	Ryki
санкт-мартин,австрия,нижняя австрия,австрия	Sankt_Martin,_Lower_Austria
урцулеи,италия	Urzulei
тшциньско-здруй,польша	Trzcińsko-Zdrój
сан-мартино-сулла-марручина,италия	San_Martino_sulla_Marrucina
светлый,область,калининградская область,россия,калининградская область	Svetly,_Kaliningrad_Oblast
тасикмалая,индонезия	Tasikmalaya
рокгемптон,австралия	Rockhampton
такерман,арканзас,соединённые штаты америки,сша,америка	Tuckerman,_Arkansas
туоро-суль-тразимено,италия	Tuoro_sul_Trasimeno
серратон-де-хуаррос,испания	Cerratón_de_Juarros
сайкай	Saikai,_Nagasaki
скелевка,область,львовская область,украина	Skelivka
славутич,город,украина	Slavutych
уто,город	Uto,_Kumamoto
ратлам,индия	Ratlam
рок-хилл,каролина,южная каролина	Rock_Hill,_South_Carolina
тикусино	Chikushino,_Fukuoka
рокка-массима,италия	Rocca_Massima
санта-маргерита-лигуре,италия	Santa_Margherita_Ligure
торричелла,италия	Torricella,_Apulia
розендал,город,нидерланды	Roosendaal
советская гавань,россия,хабаровский край	Sovetskaya_Gavan
трекастаньи,италия	Trecastagni
сотобаньядо-и-приорато,испания	Sotobañado_y_Priorato
робертсгандж,индия	Robertsganj
ронов-над-доубравоу,чехия	Ronov_nad_Doubravou
санто-стефано-бельбо,италия	Santo_Stefano_Belbo
сенец,словакия	Senec,_Slovakia
торвискоза,италия	Torviscosa
сан-марцано-суль-сарно,италия	San_Marzano_sul_Sarno
райнфельден,баден,германия	Rheinfelden_(Baden)
риццикони,италия	Rizziconi
тремедзо,италия	Tremezzo
сант-антонио-ди-галлура,италия	Sant'Antonio_di_Gallura
тольбаньос,испания	Tolbaños
самтредиа,грузия	Samtredia
санта-маргерита-д’адидже,италия	Santa_Margherita_d'Adige
сан-лука,италия	San_Luca
торричелла-ин-сабина,италия	Torricella_in_Sabina
рафалес,испания	Ráfales
сант-андреа-апостоло-делло-йонио,италия	Sant'Andrea_Apostolo_dello_Ionio
сок-рапидс,город,миннесота,соединённые штаты америки,сша,америка	Sauk_Rapids,_Minnesota
спиньо-сатурния,италия	Spigno_Saturnia
ранквайль,австрия	Rankweil
радкув,польша	Radków
сорита,испания	Zorita
сан-микеле-аль-тальяменто,италия	San_Michele_al_Tagliamento
савиньяно-суль-рубиконе,италия	Savignano_sul_Rubicone
седльце,польша	Siedlce
таскалуса,алабама,соединённые штаты америки,сша,америка	Tuscaloosa,_Alabama
ронкаде,италия	Roncade
синьчжэн,китайская народная республика,китай,кнр	Xinzheng
тоненго,италия	Tonengo
синьюй	Xinyu
семестене,италия	Semestene
соссано,италия	Sossano
солок,индонезия	Solok
туин-лейкс,город,миннесота,соединённые штаты америки,сша,америка	Twin_Lakes,_Minnesota
снигирёвка	Snihurivka
упи,город	Opis
сабаудия,италия,италия	Sabaudia
солезино,италия	Solesino
реано,италия	Reano
треццо-тинелла,италия	Trezzo_Tinella
симаксис,италия	Simaxis
стин,город,миннесота,соединённые штаты америки,сша,америка	Steen,_Minnesota
статте,италия	Statte
росарито	Rosarito_Beach
уоррод,город,миннесота,соединённые штаты америки,сша,америка	Warroad,_Minnesota
синискола,италия	Siniscola
редондо-бич,калифорния,соединённые штаты америки,сша,америка	Redondo_Beach,_California
уэст-юнион,город,миннесота,соединённые штаты америки,сша,америка	West_Union,_Minnesota
расеборг	Raseborg
туэнно,италия	Tuenno
уокиган,иллинойс,соединённые штаты америки,сша,америка	Waukegan,_Illinois
торноло,италия	Tornolo
руффано,италия	Ruffano
супино,италия	Supino
рурмонд,нидерланды	Roermond
уитон,город,миннесота,соединённые штаты америки,сша,америка	Wheaton,_Minnesota
ройтлинген,германия	Reutlingen
тосно,россия,ленинградская область	Tosno
робледильо-де-трухильо,испания	Robledillo_de_Trujillo
риводутри,италия	Rivodutri
рильо,испания	Rillo
раб,город,хорватия	Rab_(town)
ровато,италия	Rovato
санок,польша	Sanok
слободзея,приднестровье	Slobozia,_Moldova
туэнтинайн-палмс,соединённые штаты америки,сша,америка	Twentynine_Palms,_California
уэллс	Wells
сегариу,италия	Segariu
сакраменто,калифорния,соединённые штаты америки,сша,америка	Sacramento,_California
ревилья-де-кольясос,испания	Revilla_de_Collazos
робеккетто-кон-индуно,италия	Robecchetto_con_Induno
суарди,италия	Suardi
спайсер,город,миннесота,соединённые штаты америки,сша,америка	Spicer,_Minnesota
сичиньяно-дельи-альбурни,италия	Sicignano_degli_Alburni
ушуая,аргентина	Ushuaia
тукумкэри,соединённые штаты америки,сша,америка	Tucumcari,_New_Mexico
сейя,район	Seia
спишска-нова-вес,словакия	Spišská_Nová_Ves
супрасль,польша	Supraśl
рубьелос-де-мора,испания	Rubielos_de_Mora
темискира	Themiscyra_(Pontus)
уонума	Uonuma,_Niigata
ривир,город,миннесота,соединённые штаты америки,сша,америка	Revere,_Minnesota
спартанберг,соединённые штаты америки,сша,америка	Spartanburg,_South_Carolina
тесдорф,австрия	Teesdorf
ретуэрта,испания	Retuerta
свалява,украина	Svaliava
сан-фердинандо,италия	San_Ferdinando
рофрано,италия	Rofrano
токородзава	Tokorozawa,_Saitama
росалехо,испания	Rosalejo
спринг-лейк-парк,город,миннесота,соединённые штаты америки,сша,америка	Spring_Lake_Park,_Minnesota
саинос,испания	Zahínos
сан-джованни-ин-гальдо,италия	San_Giovanni_in_Galdo
тредоцио,италия	Tredozio
реканати,италия	Recanati
радымно,польша	Radymno
сан-джермано-деи-беричи,италия	San_Germano_dei_Berici
терцо-д’акуилея,италия	Terzo_d'Aquileia
сан-базилио,сардиния,италия	San_Basilio
тазешехр,иран	Tazeh_Shahr
тыкоцин,польша	Tykocin
сан-марцано-оливето,италия	San_Marzano_Oliveto
солин,хорватия	Solin,_Croatia
равелло,италия	Ravello
санта-крус-де-ногерас,испания	Santa_Cruz_de_Nogueras
сан-надзаро,италия	San_Nazzaro,_Campania
сальмоур,италия	Salmour
ровеньки,украина	Rovenky
тюри,эстония,эстония	Türi
усакос,намибия	Usakos
сельмас,иран	Salmas
санту-андре,сантьягу-ду-касен,португалия	Santo_André_(Santiago_do_Cacém)
ремандзакко,италия	Remanzacco
сан-марино,калифорния,соединённые штаты америки,сша,америка	San_Marino,_California
солнечногорск,россия,московская область	Solnechnogorsk
севеж,польша	Siewierz
стара-любовня,словакия	Stará_Ľubovňa
санникандро-ди-бари,италия	Sannicandro_di_Bari
трейл,город,миннесота,соединённые штаты америки,сша,америка	Trail,_Minnesota
реццо,италия	Rezzo
санто-стефано-ин-аспромонте,италия	Santo_Stefano_in_Aspromonte
санкт-маргаретен,бургенланд,австрия	Sankt_Margarethen_im_Burgenland
росице,чехия	Rosice
сан-рафаэле-чимена,италия	San_Raffaele_Cimena
сан-франсиско-дель-ринкон	San_Francisco_del_Rincón
тусон,соединённые штаты америки,сша,америка	Tucson,_Arizona
страндкуист,город,миннесота,соединённые штаты америки,сша,америка	Strandquist,_Minnesota
розолина,италия	Rosolina
ром,джорджия	Rome,_Georgia
сеттимо-миланезе,италия	Settimo_Milanese
салинильяс-де-буреба,испания	Salinillas_de_Bureba
синтай,хэбэй,китайская народная республика,китай,кнр	Xingtai
ула-тирсо,италия	Ulà_Tirso
тарьего-де-серрато,испания	Tariego_de_Cerrato
увадзима	Uwajima,_Ehime
рокка-де-джорджи,италия	Rocca_de'_Giorgi
редесилья-дель-кампо,испания	Redecilla_del_Campo
сауэ,эстония	Saue
тавенна,италия	Tavenna
тейшебаини	Teishebaini
солароло,италия	Solarolo
ратнапура,шри-ланка	Ratnapura
сан-андрес-дель-рабанедо,испания	San_Andrés_del_Rabanedo
уссассай,италия	Ussassai
скандиано,италия	Scandiano
салаир,россия,кемеровская область	Salair_(town)
соаве,италия	Soave
скалица,словакия	Skalica
санто-стефано-роэро,италия	Santo_Stefano_Roero
торресилья-де-альканьис,испания	Torrecilla_de_Alcañiz
сан-пеллегрино-терме,италия	San_Pellegrino_Terme
тируччираппалли,индия	Tiruchirappalli
техельсберг-ам-вёртер-зе,австрия	Techelsberg
сарань	Saran,_Kazakhstan
рабби,провинция,тренто,италия	Rabbi,_Trentino
сант-анджело-аль-эска,италия	Sant'Angelo_all'Esca
тобай,австрия	Tobaj
странголагалли,италия	Strangolagalli
уилтон,город,миннесота,соединённые штаты америки,сша,америка	Wilton,_Minnesota
сан-себриан-де-муда,испания	San_Cebrián_de_Mudá
роашо,италия	Roascio
траутмансдорф-ан-дер-лайта,австрия	Trautmannsdorf_an_der_Leitha
равич,город,польша	Rawicz
себу,город	Cebu_City
тадтен,австрия	Tadten
райнгерс,австрия	Reingers
раджпипла,индия	Rajpipla
рудьяно,италия	Rudiano
сюрпрайз,аризона,соединённые штаты америки,сша,америка	Surprise,_Arizona
радом,польша	Radom
рок-айлендский арсенал	Rock_Island_Arsenal
трайсмауэр,австрия	Traismauer
самоне,италия	Samone,_Trentino
регенсберг,швейцария	Regensberg
сватово,украина	Svatove
сан-никандро-гарганико,италия	San_Nicandro_Garganico
санта-мария-а-монте,италия	Santa_Maria_a_Monte
сквежина,польша	Skwierzyna
сан-рафел,калифорния,соединённые штаты америки,сша,америка	San_Rafael,_California
рок-крик,город,миннесота,соединённые штаты америки,сша,америка	Rock_Creek,_Minnesota
тулиара,мадагаскар	Toliara
сан-кассиано,италия	San_Cassiano
сан-джованни-ин-фьоре,италия	San_Giovanni_in_Fiore
торриш-ведраш	Torres_Vedras
сульцано,италия	Sulzano
тэгу,республика корея,корея,южная корея	Daegu
торресандино,испания	Torresandino
сисо	Shisō,_Hyōgo
роккасекка-деи-вольши,италия	Roccasecca_dei_Volsci
тистед,город	Thisted
сёбара	Shōbara,_Hiroshima
сан-деметрио-короне,италия	San_Demetrio_Corone
руда,удине,италия	Ruda,_Friuli
уолфиш-бей,намибия	Walvis_Bay
торраццо,италия	Torrazzo
роккетта-бельбо,италия	Rocchetta_Belbo
торре-орсая,италия	Torre_Orsaia
сан-бартоломе-де-бехар,испания	San_Bartolomé_de_Béjar
сейняйоки	Seinäjoki
ували,чехия	Úvaly
сан-николо-ди-комелико,италия	San_Nicolò_di_Comelico
росмаунт,город,миннесота,соединённые штаты америки,сша,америка	Rosemount,_Minnesota
тернберг,австрия	Ternberg
рокка-ди-медзо,италия	Rocca_di_Mezzo
тахов,чехия	Tachov
сан-пьетро-апостоло,италия	San_Pietro_Apostolo
такехара	Takehara,_Hiroshima
траталиас,италия	Tratalias
серкан,иран	Sarkan
ровере-веронезе,италия	Roverè_Veronese
санта-мария-ла-карита,италия	Santa_Maria_la_Carità
трофарелло,италия	Trofarello
скоррано	Scorrano
скаген,дания	Skagen
триголо,италия	Trigolo
сампере,италия	Sampeyre
сигету-мармацией,румыния	Sighetu_Marmației
серпухов,россия,московская область	Serpukhov
саленто,кампания,италия	Salento,_Campania
рубите,испания	Rubite
сиалк	Tepe_Sialk
сага,город	Saga,_Saga
сисехт,иран	Sisakht
траона,италия	Traona
скоки,город,польша	Skoki
стурно,италия	Sturno
семнан,иран	Semnan,_Iran
рупнагар,индия	Rupnagar
силвер-бей,город,миннесота,соединённые штаты америки,сша,америка	Silver_Bay,_Minnesota
триольо,испания	Triollo
ранкин,техас,соединённые штаты америки,сша,америка	Rankin,_Texas
трейси,город,миннесота,соединённые штаты америки,сша,америка	Tracy,_Minnesota
уналашка,аляска,соединённые штаты америки,сша,америка	Unalaska,_Alaska
сацумасендай	Satsumasendai,_Kagoshima
рипе,италия	Ripe,_Marche
сурск,россия,пензенская область	Sursk
сан-мартино-буон-альберго,италия	San_Martino_Buon_Albergo
сорга,коммуна,италия	Sorgà
радфорд,виргиния,соединённые штаты америки,сша,америка	Radford,_Virginia
сатка,россия,челябинская область	Satka
себика,город,миннесота,соединённые штаты америки,сша,америка	Sebeka,_Minnesota
сан-бенедетто-уллано,италия	San_Benedetto_Ullano
сесту,италия	Sestu
сан-козмо-альбанезе,италия	San_Cosmo_Albanese
санкт-файт-ан-дер-гёльзен,австрия	Sankt_Veit_an_der_Gölsen
сассиноро,италия	Sassinoro
сабаримала	Sabarimala
ролетто,италия	Roletto
тиньеблас-де-ла-сьерра,испания	Tinieblas_de_la_Sierra
сан-висенте-де-аревало,испания	San_Vicente_de_Arévalo
резина,город,молдавия	Rezina
усику	Ushiku,_Ibaraki
серраманна,италия	Serramanna
савока,италия	Savoca
урмия,город,иран	Urmia
санкт-маргаретен-им-розенталь,австрия	Sankt_Margareten_im_Rosental
сима,город	Shima,_Mie
уасилла,соединённые штаты америки,сша,америка	Wasilla,_Alaska
сысерть,город,россия,свердловская область	Sysert
сан-джованни-ин-мариньяно,италия	San_Giovanni_in_Marignano
скикда,алжир	Skikda
тосина,испания	Tocina
рённе,дания	Rønne
сустиненте,италия	Sustinente
рунакта,индия	Runakta
раманатхапурам,индия	Ramanathapuram
ратклифф,арканзас,соединённые штаты америки,сша,америка	Ratcliff,_Arkansas
сиань	Xi'an
санто-стефано-ди-магра,италия	Santo_Stefano_di_Magra
раахе	Raahe
седило,италия	Sedilo
супса	Supsa
сеста-годано,италия	Sesta_Godano
турин,италия	Turin
сартелл,город,миннесота,соединённые штаты америки,сша,америка	Sartell,_Minnesota
сарчедо,италия	Sarcedo
сан-джорджо-монферрато,италия	San_Giorgio_Monferrato
суоярви,россия,республика карелия,карелия	Suoyarvi
санфронт,италия	Sanfront
токко-каудио,италия	Tocco_Caudio
родди,италия	Roddi
торре-де-лас-аркас,испания	Torre_de_las_Arcas
серрамедзана,италия	Serramezzana
собутка,польша	Sobótka
сан-пьер-д’изонцо,италия	San_Pier_d'Isonzo
риети,италия	Rieti
уху,китайская народная республика,китай,кнр	Wuhu
тартесс	Tartessos
терме-вильяторе,италия	Terme_Vigliatore
сант-элия-а-пьянизи,италия	Sant'Elia_a_Pianisi
спишска-стара-вес,словакия	Spišská_Stará_Ves
туфо,италия	Tufo
рипалимозани,италия	Ripalimosani
сухар,испания,испания	Zújar
усурбиль,испания	Usurbil
солеминис,италия	Soleminis
салорино,испания	Salorino,_Cáceres
тиннура,италия	Tinnura
сант-арканджело-тримонте,италия	Sant'Arcangelo_Trimonte
уильямс,город,миннесота,соединённые штаты америки,сша,америка	Williams,_Minnesota
тавернерио,италия	Tavernerio
убольдо,италия	Uboldo
тиццано-валь-парма,италия	Tizzano_Val_Parma
сан-бруно,соединённые штаты америки,сша,америка	San_Bruno,_California
томмот,россия,якутия	Tommot
тируванантапурам,индия	Thiruvananthapuram
таконайт,город,миннесота,соединённые штаты америки,сша,америка	Taconite,_Minnesota
трофайах,австрия	Trofaiach
тулишкув,польша	Tuliszków
сартахада,испания	Sartajada
уорнер-робинс	Warner_Robins,_Georgia
сомма-везувиана,италия	Somma_Vesuviana
роджано-гравина,италия	Roggiano_Gravina
уилдер,город,миннесота,соединённые штаты америки,сша,америка	Wilder,_Minnesota
санта-фьора,италия	Santa_Fiora
сесто-кампано,италия	Sesto_Campano
скоппито,италия	Scoppito
сан-дорлиго-делла-валле,италия	San_Dorligo_della_Valle
сусинос-дель-парамо,испания	Susinos_del_Páramo
тлущ,повят,воломинский повят,польша	Tłuszcz
уэйлан,город,миннесота,соединённые штаты америки,сша,америка	Whalan,_Minnesota
скнятино	Sknyatino
солдотна	Soldotna,_Alaska
терраццо,италия	Terrazzo,_Veneto
сан-бенедетто-валь-ди-самбро,италия	San_Benedetto_Val_di_Sambro
сканьелло,италия	Scagnello
тингмосганг,индия	Tingmosgang
рувьяно,италия	Ruviano
уэст-ковина,соединённые штаты америки,сша,америка	West_Covina,_California
сантус,бразилия	Santos,_São_Paulo
трентинара,италия	Trentinara
сатте	Satte,_Saitama
рокка-ди-камбио,италия	Rocca_di_Cambio
сорболо,италия	Sorbolo
толедо,испания	Toledo,_Spain
скадовск,украина	Skadovsk
резуттано,италия	Resuttano
рабанера-дель-пинар,испания	Rabanera_del_Pinar
тарантаска,италия	Tarantasca
тересполь,польша	Terespol
рокка-ди-ботте,италия	Rocca_di_Botte
сан-джиллио,италия	San_Gillio
торральба-де-лос-фрайлес,испания	Torralba_de_los_Frailes
селевкия пиерия	Seleucia_Pieria
сарджант,город,миннесота,соединённые штаты америки,сша,америка	Sargeant,_Minnesota
тельве-ди-сопра,италия	Telve_di_Sopra
сан-деметрио-не-вестини,италия	San_Demetrio_ne'_Vestini
рустави,джорджия	Rustavi
томашув-мазовецкий,польша	Tomaszów_Mazowiecki
солидаридад	Solidaridad,_Quintana_Roo
серадз,польша	Sieradz
треизо,италия	Treiso
тейлорс-фолс,город,миннесота,соединённые штаты америки,сша,америка	Taylors_Falls,_Minnesota
танабе	Tanabe,_Wakayama
сициано,италия	Siziano
спинете,италия	Spinete
реджоло,италия	Reggiolo
тавьяно,италия	Taviano
тода,город	Toda,_Saitama
симабара	Shimabara,_Nagasaki
сегондзано,италия	Segonzano
сан-антонио,соединённые штаты америки,сша,америка	San_Antonio
тадазуни,италия	Tadasuni
санта-коломба-де-сомоса,испания	Santa_Colomba_de_Somoza
сент-питер,город,миннесота,соединённые штаты америки,сша,америка	St._Peter,_Minnesota
рамнагар,уттаракханд,индия	Ramnagar,_Uttarakhand
сан-веро-милис,италия	San_Vero_Milis
семяновице-слёнске,польша	Siemianowice_Śląskie
тамань	Taman,_Russia
рабс-ан-дер-тайя,австрия	Raabs_an_der_Thaya
тинсман,арканзас,соединённые штаты америки,сша,америка	Tinsman,_Arkansas
сирджан,иран	Sirjan
сант-анджело-а-куполо,италия	Sant'Angelo_a_Cupolo
сан-квирико-д’орча,италия	San_Quirico_d'Orcia
рамалла	Ramallah
спаниш-таун,ямайка	Spanish_Town
сан-марко-эванджелиста,италия	San_Marco_Evangelista
такео	Takeo,_Saga
тбилиси,джорджия	Tbilisi
сильеруэло-де-абахо,испания	Cilleruelo_de_Abajo
тоёнака	Toyonaka,_Osaka
сенна-комаско,италия	Senna_Comasco
сомервилл,массачусетс,соединённые штаты америки,сша,америка	Somerville,_Massachusetts
такахаси,город	Takahashi,_Okayama
рора,италия	Rorà
сассуоло,италия	Sassuolo
синь,хорватия,хорватия	Sinj
сенаго,италия	Senago
урда,толедо,испания	Urda,_Toledo
рабенсбург,австрия	Rabensburg
ратон,соединённые штаты америки,сша,америка	Raton,_New_Mexico
сан-грегорио-да-сассола,италия	San_Gregorio_da_Sassola
рагальна,италия	Ragalna
ронцо-кьенис,италия	Ronzo-Chienis
санта-чезареа-терме,италия	Santa_Cesarea_Terme
судзука,город,япония	Suzuka,_Mie
салуссола,италия	Salussola
соронг,индонезия	Sorong_(city)
сан-паоло-черво,италия	San_Paolo_Cervo
советский,автономный,ханты-мансийский автономный округ,россия,ханты-мансийский автономный округ — югра	Sovetsky,_Khanty-Mansi_Autonomous_Okrug
риано,италия	Riano,_Lazio
севилья,испания	Seville
триеи,италия	Triei
сейбин,город,миннесота,соединённые штаты америки,сша,америка	Sabin,_Minnesota
тазехабад,иран	Tazehabad
селавик,аляска	Selawik,_Alaska
слите,швеция	Slite
тверь,россия,тверская область	Tver
трамонти,италия	Tramonti,_Campania
сориано-калабро,италия	Soriano_Calabro
сан-бьяджо-платани,италия	San_Biagio_Platani
сент-мэрис,аляска	St._Mary's,_Alaska
спас-клепики,россия,рязанская область	Spas-Klepiki
самбучи,италия	Sambuci
тонадико,италия	Tonadico
сайто,город	Saito,_Miyazaki
уэст-мемфис,соединённые штаты америки,сша,америка	West_Memphis,_Arkansas
тердоббьяте,италия	Terdobbiate
санта-софия,италия	Santa_Sofia,_Emilia–Romagna
сан-потито-ультра,италия	San_Potito_Ultra
роста,город,италия	Rosta,_Piedmont
торрекузо,италия	Torrecuso
сестри-леванте,италия	Sestri_Levante
тосу	Tosu,_Saga
сан-вито-романо,италия	San_Vito_Romano
свёнтники-гурне,польша	Świątniki_Górne
сан-джованни-ин-кроче,италия	San_Giovanni_in_Croce
рохас,город,филиппины	Roxas,_Capiz
салфер-спрингс,арканзас,соединённые штаты америки,сша,америка	Sulphur_Springs,_Benton_County,_Arkansas
тчев,польша	Tczew
туймазы,россия,башкортостан	Tuymazy
рокка-канавезе,италия	Rocca_Canavese
сантибаньес-эль-бахо,испания	Santibáñez_el_Bajo
сан-мартин-де-ла-вега-дель-альберче,испания	San_Martín_de_la_Vega_del_Alberche
турчьянске-теплице,словакия	Turčianske_Teplice
трезивио,италия	Tresivio
саве,иран	Saveh
славянск,украина	Sloviansk
сретенск,россия,забайкальский край	Sretensk
торбете-хейдерие,иран	Torbat-e_Heydarieh
сотомайор	Soutomaior
раварино,италия	Ravarino
туамасина,мадагаскар	Toamasina
сьерра-виста,аризона,соединённые штаты америки,сша,америка	Sierra_Vista,_Arizona
ровито,италия	Rovito
сан-джорджо-дель-саннио,италия	San_Giorgio_del_Sannio
сукагава,япония	Sukagawa,_Fukushima
сиано,италия	Siano
ракальмуто,италия	Racalmuto
ривальба,италия	Rivalba
сан-пьетро-авеллана,италия	San_Pietro_Avellana
тромсё	Tromsø
серравалле-скривия,италия	Serravalle_Scrivia
траузелла,италия	Trausella
санкт-мартин-карлсбах,австрия	Sankt_Martin-Karlsbach
санкт-георген-на-лайсе,австрия	Sankt_Georgen_an_der_Leys
сольцы,россия,новгородская область	Soltsy
торрес-де-барбуэс,испания	Torres_de_Barbués
таузенд-оукс,соединённые штаты америки,сша,америка	Thousand_Oaks,_California
сервестан,иран	Sarvestan
сан-гарсия-де-инхельмос,испания	San_García_de_Ingelmos
сарды	Sardis
торнареччо,италия	Tornareccio
сахарса	Saharsa
уэйнрайт,аляска	Wainwright,_Alaska
сармеде,италия	Sarmede
свободный,город,россия,амурская область	Svobodny,_Amur_Oblast
тульчин,украина	Tulchyn
тршебенице,чехия	Třebenice_(Litoměřice_District)
рудрапур,индия	Rudrapur
солофра,италия	Solofra
сямынь,китайская народная республика,китай,кнр	Xiamen
ряпина,эстония	Räpina
торрингтон,вайоминг,соединённые штаты америки,сша,америка	Torrington,_Wyoming
торпе,италия	Torpè
рамешварам,индия	Rameswaram
сан-базиле,италия	San_Basile
сан-чезарео,италия	San_Cesareo
травальято,италия	Travagliato
скорце,италия	Scorzè
рино	Reno,_Nevada
сатна,город,индия	Satna
солвези,замбия	Solwezi
солопака,италия	Solopaca
свентохловице,польша	Świętochłowice
слатиняни,чехия	Slatiňany
романгордо,испания	Romangordo
таруса,россия	Tarusa
солосанчо,испания	Solosancho
рокледж,флорида,соединённые штаты америки,сша,америка	Rockledge,_Florida
ружан,польша	Różan
сандильяно,италия	Sandigliano
сан-мильян-де-лос-кабальерос,испания	San_Millán_de_los_Caballeros
такамацу	Takamatsu,_Kagawa
санта-мария-де-ла-исла,испания	Santa_María_de_la_Isla
реджелло,италия	Reggello
тальякоццо,италия	Tagliacozzo
сабинов,словакия	Sabinov
ревере,италия	Revere,_Lombardy
сан-доначи,италия	San_Donaci
уэрто,испания	Huerto
тронцано-верчеллезе,италия	Tronzano_Vercellese
серрамоначеска,италия	Serramonacesca
тельфс,австрия	Telfs
тайбон-агордино,италия	Taibon_Agordino
североморск,россия,мурманская область	Severomorsk
торревеккья-пиа,италия	Torrevecchia_Pia
ремшайд,германия	Remscheid
санта-мария-ла-лонга,италия	Santa_Maria_la_Longa
уамбо,ангола	Huambo
усинск,россия,республика коми,коми	Usinsk
тарногруд,польша	Tarnogród
ронки-деи-леджонари,италия	Ronchi_dei_Legionari
торрацца-пьемонте,италия	Torrazza_Piemonte
стаццано,италия	Stazzano
серра-де-конти,италия	Serra_de'_Conti
суворов,город,россия,тульская область	Suvorov,_Tula_Oblast
торремайор,испания	Torremayor
сена,уэска,испания	Sena,_Aragon
роквилл,город,миннесота,соединённые штаты америки,сша,америка	Rockville,_Minnesota
сассари,италия	Sassari
сеса,испания	Sesa
рутильяно,италия	Rutigliano
санкт-эгиден-ам-штайнфельд,австрия	Sankt_Egyden_am_Steinfeld
роккаромана,италия	Roccaromana
сан-бассано,италия	San_Bassano
риволи,италия	Rivoli,_Piedmont
санкт-георген-ам-ленгзее,австрия	Sankt_Georgen_am_Längsee
текирдаг,турция	Tekirdağ
райнсберг,австрия,нижняя австрия,австрия	Reinsberg,_Austria
сан-джулиано-ди-пулья,италия	San_Giuliano_di_Puglia
санта-крус-де-пинарес,испания	Santa_Cruz_de_Pinares
трамонти-ди-сопра,италия	Tramonti_di_Sopra
сыпин,китайская народная республика,китай,кнр	Siping,_Jilin
сан-донато-ди-нинея,италия	San_Donato_di_Ninea
сенис,италия	Senis
серверуэла,испания	Cerveruela
тикси,россия,якутия	Tiksi
сенява,польша	Sieniawa
серино,италия	Serino
садо,ниигата	Sado,_Niigata
синпин,китайская народная республика,китай,кнр	Xingping
сольбьяте-олона,италия	Solbiate_Olona
торрезина,италия	Torresina
спорминоре,италия	Sporminore
терек,город,россия,кабардино-балкария	Terek,_Kabardino-Balkar_Republic
сото-де-серрато,испания	Soto_de_Cerrato
себрекос,испания	Cebrecos
сканно,коммуна,италия	Scanno,_Abruzzo
спаркс,невада,соединённые штаты америки,сша,америка	Sparks,_Nevada
романенго,италия	Romanengo
тайбе,израиль	Tayibe
тайань,китайская народная республика,китай,кнр	Tai'an
сан-мамес-де-кампос,испания	San_Mamés_de_Campos
росален-дель-монте,испания	Rozalén_del_Monte
спедзано-пикколо,италия	Spezzano_Piccolo
седейра,испания	Cedeira
тендо,япония	Tendō,_Yamagata
ревелло,италия	Revello
рончелло,италия	Roncello
симоцума	Shimotsuma,_Ibaraki
суйфэньхэ,китайская народная республика,китай,кнр	Suifenhe
сентум сити	Centum_City
трасобарес,испания	Trasobares
рокка-д’эвандро,италия	Rocca_d'Evandro
салвадор,бразилия	Salvador,_Bahia
розенберг,техас,соединённые штаты америки,сша,америка	Rosenberg,_Texas
сегежа,россия,республика карелия,карелия	Segezha
струга,македония	Struga
тячев,украина	Tiachiv
радивилов	Radyvyliv
тимашёвск,россия,краснодарский край	Timashyovsk
ушо,италия	Uscio
рава-русская,украина	Rava-Ruska
сотес-дель-парамо,испания	Zotes_del_Páramo
уэрленд,вайоминг,соединённые штаты америки,сша,америка	Worland,_Wyoming
серравалле-ди-кьенти,италия	Serravalle_di_Chienti
сахибгандж,индия	Sahebganj
селегас,италия	Selegas
сант-анастазия,коммуна,италия	Sant'Anastasia
сан-бартоломе-де-пинарес,испания	San_Bartolomé_de_Pinares
тоструп,дания	Taastrup
темпьо-паузания,италия	Tempio_Pausania
укмерге,литва	Ukmergė
тайпана,италия	Taipana
торрис,риу-гранди-ду-сул,бразилия	Torres,_Rio_Grande_do_Sul
рум,тироль,австрия	Rum,_Tyrol
сан-прокопио,италия	San_Procopio
